customer_id,tenure_months,avg_order_value,orders_last_90d,days_since_last_order,support_tickets,plan_type,region,churned_next_30d,cancellation_reason,refund_after_churn
CUST-100420,12,1419.81,1,39,0,basic,Region XI,0,,0
CUST-100421,9,1138.34,0,14,0,premium,Region VII,0,,0
CUST-100422,31,2458.28,2,16,1,standard,Region VII,0,,0
CUST-100423,55,610.98,3,1,0,standard,Region VII,0,,0
CUST-100424,24,826.34,0,71,5,basic,Region VII,0,,0
CUST-100425,38,339.73,5,192,1,basic,Region IV-A,0,,0
CUST-100426,40,1333.49,4,9,1,standard,Region IV-A,0,,0
CUST-100427,50,1771.84,2,7,1,standard,NCR,0,,0
CUST-100428,49,1132.34,2,66,0,basic,NCR,0,,0
CUST-100429,54,618.09,3,130,2,basic,Region VII,0,,0
CUST-100430,49,339.56,6,132,0,basic,Region IV-A,0,,0
CUST-100431,55,613.88,4,0,1,basic,Region XI,0,,0
CUST-100432,57,1150.54,5,4,2,basic,NCR,0,,0
CUST-100433,45,417.08,1,165,1,basic,Region III,0,,0
CUST-100434,30,258.41,4,162,0,basic,Region III,0,,0
CUST-100435,19,1295.28,3,133,2,premium,Region XI,0,,0
CUST-100436,34,597.35,0,29,2,standard,Region III,0,,0
CUST-100437,49,948.49,5,195,0,basic,Region VII,0,,0
CUST-100438,45,745.5,3,147,2,basic,NCR,0,,0
CUST-100439,31,679.96,3,187,0,basic,Region IV-A,0,,0
CUST-100440,5,2363.49,0,123,1,basic,Region IV-A,0,,0
CUST-100441,17,1280.76,2,193,0,standard,Region VII,0,,0
CUST-100442,35,117.31,4,22,0,basic,Region IV-A,0,,0
CUST-100443,23,2781.59,4,15,2,premium,NCR,0,,0
CUST-100444,27,822.0,5,191,0,basic,NCR,0,,0
CUST-100445,18,1239.49,1,117,0,premium,NCR,0,,0
CUST-100446,5,1160.37,0,122,0,standard,Region III,1,no_longer_needed,0
CUST-100447,28,622.09,2,149,1,standard,Region VII,0,,0
CUST-100448,27,1328.75,4,186,3,premium,Region III,0,,0
CUST-100449,47,1396.05,3,24,0,basic,Region XI,0,,0
CUST-100450,7,663.74,0,53,2,basic,NCR,0,,0
CUST-100451,29,567.92,2,41,1,basic,Region IV-A,0,,0
CUST-100452,51,743.9,4,53,1,standard,Region VII,0,,0
CUST-100453,16,1875.99,3,81,0,premium,NCR,0,,0
CUST-100454,19,960.62,1,113,0,basic,Region IV-A,0,,0
CUST-100455,6,2434.9,0,169,0,standard,NCR,0,,0
CUST-100456,34,1995.2,1,46,3,basic,Region VII,0,,0
CUST-100457,51,691.79,4,163,1,basic,Region IV-A,0,,0
CUST-100458,29,1361.39,3,114,2,standard,Region XI,0,,0
CUST-100459,25,623.29,0,163,0,basic,Region VII,1,too_expensive,0
CUST-100460,45,564.9,4,160,2,basic,Region III,1,too_expensive,0
CUST-100461,27,791.74,2,55,0,standard,NCR,0,,0
CUST-100462,24,755.73,2,155,1,standard,NCR,0,,0
CUST-100463,46,1652.09,8,153,1,standard,NCR,0,,0
CUST-100464,17,560.64,0,112,1,basic,Region III,0,,0
CUST-100465,51,633.5,5,18,0,basic,Region VII,0,,0
CUST-100466,16,1201.15,0,190,3,standard,Region III,0,,0
CUST-100467,31,1501.95,3,189,2,premium,NCR,0,,0
CUST-100468,15,851.3,3,68,1,basic,NCR,0,,0
CUST-100469,38,1790.1,1,99,1,standard,Region IV-A,0,,0
CUST-100470,26,801.27,1,85,1,standard,Region III,0,,0
CUST-100471,15,754.34,0,143,3,standard,Region VII,0,,0
CUST-100472,44,328.68,6,63,2,standard,Region III,0,,0
CUST-100473,56,1127.89,6,194,0,basic,NCR,0,,0
CUST-100474,2,1356.46,0,17,3,standard,Region III,0,,0
CUST-100475,34,1460.03,1,82,1,basic,Region IV-A,0,,0
CUST-100476,43,687.4,2,91,0,basic,NCR,0,,0
CUST-100477,43,755.73,3,60,2,basic,NCR,0,,0
CUST-100478,14,1368.56,0,94,1,basic,Region XI,0,,0
CUST-100479,7,859.85,1,63,1,standard,Region III,1,found_alternative,0
CUST-100480,31,1413.38,2,71,1,premium,Region VII,0,,0
CUST-100481,38,1524.27,1,18,2,basic,Region XI,0,,0
CUST-100482,18,1086.94,1,80,0,basic,NCR,0,,0
CUST-100483,22,1272.19,3,135,1,premium,Region VII,0,,0
CUST-100484,32,1351.33,3,183,1,basic,Region XI,0,,0
CUST-100485,27,769.83,4,199,2,basic,NCR,0,,0
CUST-100486,29,1618.71,3,157,0,standard,Region III,0,,0
CUST-100487,41,1559.17,4,174,1,premium,NCR,0,,0
CUST-100488,59,844.39,8,69,0,standard,NCR,0,,0
CUST-100489,47,393.78,3,193,0,basic,Region III,0,,0
CUST-100490,1,1487.98,1,173,2,standard,NCR,0,,0
CUST-100491,21,1557.28,2,42,1,standard,Region XI,0,,0
CUST-100492,1,2240.65,1,144,4,premium,Region III,1,poor_support,0
CUST-100493,52,1148.93,1,13,1,basic,Region VII,0,,0
CUST-100494,39,1322.88,3,65,0,premium,NCR,0,,0
CUST-100495,13,1188.35,0,55,0,standard,Region VII,0,,0
CUST-100496,50,842.21,2,157,1,basic,Region VII,1,found_alternative,0
CUST-100497,34,708.01,3,121,2,basic,NCR,0,,0
CUST-100498,4,363.04,0,60,2,basic,Region IV-A,0,,0
CUST-100499,9,999.54,0,146,2,premium,Region XI,0,,0
CUST-100500,48,1262.12,4,20,1,basic,Region VII,0,,0
CUST-100501,18,738.82,1,156,0,standard,Region XI,0,,0
CUST-100502,31,685.41,2,173,3,basic,Region IV-A,0,,0
CUST-100503,53,515.52,4,9,0,standard,Region III,0,,0
CUST-100504,18,281.23,2,149,1,basic,Region IV-A,0,,0
CUST-100505,1,1095.6,0,121,1,premium,Region IV-A,0,,0
CUST-100506,5,1485.96,1,46,1,standard,Region XI,0,,0
CUST-100507,55,1526.44,3,53,1,standard,Region IV-A,0,,0
CUST-100508,36,1157.45,5,43,1,standard,Region VII,0,,0
CUST-100509,20,787.27,2,52,5,standard,Region IV-A,0,,0
CUST-100510,5,2333.35,0,65,1,premium,Region III,0,,0
CUST-100511,42,678.25,2,156,3,basic,Region III,0,,0
CUST-100512,3,2422.94,0,56,0,premium,Region XI,0,,0
CUST-100513,6,1019.55,2,178,3,basic,Region III,0,,0
CUST-100514,36,1654.63,6,109,0,standard,Region IV-A,0,,0
CUST-100515,38,2009.06,3,119,0,premium,Region VII,0,,0
CUST-100516,34,815.62,3,180,1,premium,NCR,0,,0
CUST-100517,54,391.72,5,3,0,basic,Region VII,0,,0
CUST-100518,16,648.33,1,83,1,basic,Region XI,0,,0
CUST-100519,33,744.39,5,65,0,standard,Region IV-A,0,,0
CUST-100520,19,1055.54,1,160,2,basic,Region IV-A,1,no_longer_needed,0
CUST-100521,22,1705.2,1,188,1,premium,Region IV-A,0,,0
CUST-100522,9,612.06,0,191,0,basic,Region VII,0,,0
CUST-100523,47,570.79,4,124,1,basic,NCR,0,,0
CUST-100524,42,1597.22,1,55,1,standard,Region VII,0,,0
CUST-100525,43,577.2,1,166,1,basic,Region IV-A,0,,0
CUST-100526,9,1486.57,0,115,0,basic,NCR,0,,0
CUST-100527,7,921.56,1,95,2,basic,Region XI,0,,0
CUST-100528,47,1523.85,0,90,1,premium,NCR,0,,0
CUST-100529,40,681.08,4,89,2,standard,Region IV-A,0,,0
CUST-100530,2,1791.8,0,173,3,premium,Region XI,0,,0
CUST-100531,40,385.74,6,110,1,basic,Region XI,0,,0
CUST-100532,58,1190.51,4,176,0,basic,Region VII,0,,0
CUST-100533,45,1102.49,4,168,1,basic,Region VII,0,,0
CUST-100534,17,1117.27,1,55,1,basic,Region IV-A,0,,0
CUST-100535,19,1100.42,1,189,0,basic,Region VII,1,no_longer_needed,0
CUST-100536,45,1344.33,1,67,0,basic,Region XI,0,,0
CUST-100537,24,1036.21,2,106,2,basic,Region IV-A,0,,0
CUST-100538,44,471.53,5,186,0,standard,Region IV-A,0,,0
CUST-100539,57,975.31,4,191,0,basic,NCR,0,,0
CUST-100540,24,718.87,3,29,1,standard,Region XI,0,,0
CUST-100541,34,314.57,2,156,3,basic,Region XI,0,,0
CUST-100542,29,672.34,3,104,1,standard,Region VII,0,,0
CUST-100543,31,792.08,1,155,2,standard,Region VII,0,,0
CUST-100544,5,1384.6,1,173,1,standard,Region III,1,found_alternative,0
CUST-100545,59,933.85,6,188,1,standard,Region XI,0,,0
CUST-100546,32,1330.54,2,20,0,basic,NCR,0,,0
CUST-100547,14,513.67,0,28,0,basic,Region VII,0,,0
CUST-100548,34,947.86,3,133,0,standard,Region III,0,,0
CUST-100549,24,1128.99,4,9,1,premium,Region IV-A,0,,0
CUST-100550,49,422.84,2,122,0,standard,NCR,0,,0
CUST-100551,45,822.6,6,23,1,basic,NCR,0,,0
CUST-100552,23,3027.27,1,142,1,standard,Region III,0,,0
CUST-100553,43,922.51,6,113,3,premium,Region III,0,,0
CUST-100554,2,1196.14,0,184,1,basic,Region XI,0,,0
CUST-100555,58,1349.73,7,171,5,basic,Region IV-A,0,,0
CUST-100556,31,1097.6,1,63,1,standard,NCR,0,,0
CUST-100557,39,598.62,5,10,1,standard,Region XI,0,,0
CUST-100558,39,2326.06,2,114,2,basic,Region VII,0,,0
CUST-100559,19,1091.1,2,101,0,basic,Region XI,0,,0
CUST-100560,41,2070.6,2,83,4,standard,Region XI,0,,0
CUST-100561,24,502.01,1,125,1,standard,Region IV-A,0,,0
CUST-100562,41,808.3,2,139,2,standard,NCR,0,,0
CUST-100563,6,326.86,0,121,3,basic,Region IV-A,0,,0
CUST-100564,9,1429.36,0,190,0,basic,Region VII,1,no_longer_needed,0
CUST-100565,55,501.87,5,58,1,standard,NCR,0,,0
CUST-100566,44,740.87,5,102,2,basic,Region XI,0,,0
CUST-100567,8,692.86,0,48,2,basic,Region III,0,,0
CUST-100568,13,451.72,0,134,1,standard,Region VII,0,,0
CUST-100569,33,1148.32,2,4,1,basic,Region XI,0,,0
CUST-100570,1,1279.52,0,123,1,standard,Region XI,0,,0
CUST-100571,24,537.93,0,31,0,basic,Region VII,0,,0
CUST-100572,20,2068.93,2,0,2,standard,Region III,0,,0
CUST-100573,8,481.08,1,2,1,standard,Region IV-A,0,,0
CUST-100574,18,401.73,0,131,1,standard,Region IV-A,0,,0
CUST-100575,18,1472.11,1,97,3,premium,Region XI,0,,0
CUST-100576,4,422.37,0,115,0,basic,NCR,0,,0
CUST-100577,38,1010.02,5,132,3,standard,NCR,0,,0
CUST-100578,17,1546.59,1,35,1,basic,NCR,0,,0
CUST-100579,2,912.4,0,122,0,premium,Region XI,0,,0
CUST-100580,2,1439.45,0,93,3,basic,Region IV-A,0,,0
CUST-100581,57,579.91,3,143,0,standard,Region VII,0,,0
CUST-100582,7,604.24,0,99,2,basic,NCR,0,,0
CUST-100583,54,1616.89,7,16,0,basic,NCR,0,,0
CUST-100584,10,1162.63,3,29,0,basic,Region VII,0,,0
CUST-100585,5,444.06,0,113,0,basic,Region VII,0,,0
CUST-100586,33,968.85,3,3,0,basic,Region IV-A,0,,0
CUST-100587,52,575.0,2,40,2,basic,NCR,0,,0
CUST-100588,5,875.85,1,184,0,standard,Region IV-A,0,,0
CUST-100589,20,696.51,2,129,1,basic,Region VII,0,,0
CUST-100590,45,1066.44,7,165,1,basic,Region III,0,,0
CUST-100591,4,1438.12,1,161,2,premium,Region III,1,too_expensive,0
CUST-100592,11,958.67,2,160,3,standard,Region VII,0,,0
CUST-100593,19,722.72,2,127,2,basic,Region III,0,,0
CUST-100594,48,907.9,2,109,0,basic,NCR,0,,0
CUST-100595,48,813.43,4,79,1,basic,Region VII,0,,0
CUST-100596,42,809.47,5,135,3,standard,NCR,0,,0
CUST-100597,40,1523.7,5,77,0,premium,Region IV-A,0,,0
CUST-100598,2,1271.83,0,128,2,standard,Region IV-A,0,,0
CUST-100599,15,1539.04,3,111,3,premium,NCR,0,,0
CUST-100600,55,1577.74,3,62,2,standard,Region VII,0,,0
CUST-100601,43,1129.67,3,178,4,premium,Region XI,0,,0
CUST-100602,15,763.67,1,187,2,standard,Region XI,0,,0
CUST-100603,42,1940.67,4,131,1,standard,Region III,0,,0
CUST-100604,43,707.07,6,75,2,standard,Region III,0,,0
CUST-100605,44,916.46,5,19,2,standard,Region VII,0,,0
CUST-100606,58,169.16,4,146,3,basic,Region IV-A,0,,0
CUST-100607,32,331.34,3,156,0,basic,Region VII,0,,0
CUST-100608,4,606.95,1,119,0,basic,Region III,0,,0
CUST-100609,49,586.95,5,10,0,basic,NCR,0,,0
CUST-100610,1,1282.07,0,171,2,premium,NCR,1,unknown,0
CUST-100611,38,2173.94,2,74,3,standard,Region XI,0,,0
CUST-100612,47,214.45,1,14,3,basic,Region IV-A,0,,0
CUST-100613,8,780.59,0,75,2,basic,Region IV-A,0,,0
CUST-100614,48,725.98,10,101,0,basic,Region VII,0,,0
CUST-100615,48,2353.75,6,124,1,standard,Region III,0,,0
CUST-100616,39,1857.87,4,194,0,premium,Region III,0,,0
CUST-100617,20,578.86,2,167,0,basic,Region IV-A,0,,0
CUST-100618,12,1667.02,4,42,3,basic,NCR,0,,0
CUST-100619,42,1148.17,3,55,2,premium,Region VII,0,,0
CUST-100620,10,1569.86,0,196,1,standard,NCR,0,,0
CUST-100621,40,2416.15,4,126,3,premium,NCR,0,,0
CUST-100622,11,839.46,0,166,0,basic,Region VII,0,,0
CUST-100623,20,383.65,3,115,1,basic,Region III,1,too_expensive,0
CUST-100624,30,450.24,5,65,1,standard,Region VII,0,,0
CUST-100625,10,858.79,0,121,0,basic,Region IV-A,0,,0
CUST-100626,47,1538.27,5,160,2,standard,NCR,0,,0
CUST-100627,42,3355.92,2,3,1,standard,Region VII,0,,0
CUST-100628,1,1564.84,0,19,3,basic,NCR,0,,0
CUST-100629,51,802.62,3,102,3,basic,Region III,0,,0
CUST-100630,43,619.42,4,197,0,standard,Region VII,0,,0
CUST-100631,50,1321.29,9,187,3,premium,Region IV-A,0,,0
CUST-100632,36,1909.32,3,76,1,basic,Region III,0,,0
CUST-100633,37,2575.52,4,49,1,standard,Region III,0,,0
CUST-100634,23,544.18,0,72,1,basic,Region IV-A,0,,0
CUST-100635,14,1279.58,0,157,1,premium,Region III,0,,0
CUST-100636,14,1981.67,0,140,0,standard,Region XI,0,,0
CUST-100637,19,1671.87,0,144,3,basic,Region VII,1,unknown,0
CUST-100638,18,810.04,1,131,3,standard,Region XI,0,,0
CUST-100639,45,1442.73,5,197,1,standard,Region III,0,,0
CUST-100640,31,832.8,1,177,1,standard,Region XI,0,,0
CUST-100641,25,1477.39,2,63,2,basic,Region III,0,,0
CUST-100642,43,1047.24,1,156,1,standard,Region III,0,,0
CUST-100643,44,889.08,4,170,2,standard,Region III,0,,0
CUST-100644,56,1256.24,4,183,4,basic,Region IV-A,0,,0
CUST-100645,19,833.59,2,55,0,basic,Region VII,0,,0
CUST-100646,15,1837.22,0,73,4,premium,NCR,0,,0
CUST-100647,1,651.36,0,91,2,standard,Region IV-A,0,,0
CUST-100648,10,459.74,1,102,2,basic,Region XI,1,unknown,0
CUST-100649,36,1354.35,6,96,0,premium,Region IV-A,0,,0
CUST-100650,48,492.97,5,184,0,basic,Region VII,0,,0
CUST-100651,36,856.81,5,140,1,standard,Region VII,0,,0
CUST-100652,59,766.93,7,81,3,basic,Region XI,0,,0
CUST-100653,38,532.81,3,49,3,basic,Region VII,0,,0
CUST-100654,53,2471.73,4,19,1,premium,Region IV-A,0,,0
CUST-100655,16,721.99,2,67,1,standard,NCR,0,,0
CUST-100656,20,740.37,1,183,1,basic,Region XI,0,,0
CUST-100657,48,1350.51,9,195,2,premium,Region III,0,,0
CUST-100658,39,1455.85,4,165,0,premium,Region XI,0,,0
CUST-100659,29,888.64,1,130,0,standard,Region III,0,,0
CUST-100660,57,1319.82,3,10,1,basic,Region IV-A,0,,0
CUST-100661,45,1368.3,4,110,0,basic,Region XI,0,,0
CUST-100662,18,793.68,5,10,1,standard,NCR,0,,0
CUST-100663,37,2031.25,6,11,2,premium,Region III,0,,0
CUST-100664,24,527.1,1,61,0,basic,Region VII,0,,0
CUST-100665,25,742.28,0,199,0,basic,Region III,0,,0
CUST-100666,48,795.08,3,99,0,basic,Region XI,0,,0
CUST-100667,41,359.11,0,153,3,basic,Region IV-A,0,,0
CUST-100668,1,759.46,0,159,0,standard,Region XI,0,,0
CUST-100669,34,285.5,3,195,1,basic,Region IV-A,0,,0
CUST-100670,39,1103.27,2,184,0,standard,NCR,0,,0
CUST-100671,31,626.01,6,67,1,standard,Region XI,0,,0
CUST-100672,18,1785.37,0,179,0,basic,Region IV-A,0,,0
CUST-100673,39,1187.49,3,25,2,premium,Region III,0,,0
CUST-100674,56,1216.67,5,113,0,basic,Region VII,0,,0
CUST-100675,6,1171.3,0,149,0,basic,Region III,0,,0
CUST-100676,36,506.39,8,152,0,basic,Region IV-A,0,,0
CUST-100677,54,847.64,2,147,1,standard,Region VII,0,,0
CUST-100678,24,593.95,2,168,0,basic,Region IV-A,0,,0
CUST-100679,20,1523.99,3,174,0,premium,Region VII,0,,0
CUST-100680,15,2851.52,2,129,1,basic,NCR,0,,0
CUST-100681,14,898.22,2,1,1,basic,Region XI,0,,0
CUST-100682,24,819.37,4,23,0,standard,Region VII,0,,0
CUST-100683,46,1544.06,3,117,2,premium,Region VII,0,,0
CUST-100684,11,627.29,0,141,0,standard,Region XI,1,unknown,0
CUST-100685,14,474.31,1,28,2,basic,Region IV-A,0,,0
CUST-100686,59,1801.69,6,18,1,basic,NCR,0,,0
CUST-100687,59,676.91,2,95,1,basic,NCR,0,,0
CUST-100688,14,711.0,2,183,0,standard,Region XI,0,,0
CUST-100689,25,586.02,1,199,1,standard,Region XI,0,,0
CUST-100690,24,761.45,3,38,4,basic,NCR,0,,0
CUST-100691,18,602.11,3,149,3,standard,Region VII,0,,0
CUST-100692,10,1742.53,1,153,0,standard,Region VII,0,,0
CUST-100693,4,1168.63,1,52,1,basic,NCR,0,,0
CUST-100694,37,551.83,3,166,1,basic,Region VII,0,,0
CUST-100695,3,2279.02,0,124,0,standard,Region IV-A,0,,0
CUST-100696,37,594.34,4,184,0,basic,Region III,1,unknown,0
CUST-100697,6,676.33,0,96,1,basic,Region IV-A,0,,0
CUST-100698,10,481.17,0,46,1,basic,Region XI,0,,0
CUST-100699,1,1361.87,0,90,1,standard,Region III,0,,0
CUST-100700,24,627.12,4,71,2,standard,Region VII,0,,0
CUST-100701,20,818.68,2,13,1,standard,Region VII,0,,0
CUST-100702,20,515.85,0,17,2,basic,Region VII,0,,0
CUST-100703,19,1145.09,3,128,1,standard,Region VII,0,,0
CUST-100704,56,309.39,5,122,0,basic,Region VII,0,,0
CUST-100705,26,964.99,1,122,1,standard,Region III,0,,0
CUST-100706,48,2090.01,4,45,0,premium,NCR,0,,0
CUST-100707,14,595.73,0,18,1,standard,Region XI,0,,0
CUST-100708,29,1148.48,1,171,0,basic,Region III,0,,0
CUST-100709,4,1535.82,0,25,2,standard,Region XI,0,,0
CUST-100710,16,693.99,3,180,0,basic,Region III,0,,0
CUST-100711,5,162.37,1,92,1,basic,Region III,0,,0
CUST-100712,2,1721.62,0,99,1,premium,NCR,0,,0
CUST-100713,11,1462.15,2,107,1,basic,Region IV-A,0,,0
CUST-100714,10,1938.05,2,146,0,basic,Region XI,0,,0
CUST-100715,19,1062.9,1,38,0,standard,Region XI,0,,0
CUST-100716,44,479.03,3,24,1,standard,Region III,0,,0
CUST-100717,9,1360.65,0,166,1,standard,Region IV-A,0,,0
CUST-100718,37,257.49,3,18,0,basic,Region VII,0,,0
CUST-100719,22,1265.88,2,141,1,standard,Region XI,0,,0
CUST-100720,24,1221.45,2,13,4,basic,Region VII,0,,0
CUST-100721,55,2115.78,9,45,0,premium,Region III,0,,0
CUST-100722,28,575.66,3,129,3,basic,Region III,0,,0
CUST-100723,16,413.83,1,160,1,basic,Region VII,0,,0
CUST-100724,15,1070.89,1,18,0,standard,NCR,0,,0
CUST-100725,10,309.05,1,117,3,basic,Region IV-A,0,,0
CUST-100726,48,865.71,5,3,0,standard,Region VII,0,,0
CUST-100727,40,509.01,5,63,0,basic,Region III,0,,0
CUST-100728,16,1355.11,3,169,0,basic,Region IV-A,0,,0
CUST-100729,29,1715.02,4,165,0,basic,Region VII,0,,0
CUST-100730,30,1064.64,3,101,0,basic,Region IV-A,0,,0
CUST-100731,3,1259.48,0,102,0,basic,NCR,0,,0
CUST-100732,54,824.42,5,40,1,basic,Region IV-A,0,,0
CUST-100733,47,785.33,2,87,0,basic,Region III,0,,0
CUST-100734,32,513.58,1,19,2,standard,Region VII,0,,0
CUST-100735,43,1205.79,4,3,2,standard,Region III,0,,0
CUST-100736,7,1211.12,0,45,1,basic,Region XI,0,,0
CUST-100737,58,660.67,2,164,2,basic,NCR,1,poor_support,0
CUST-100738,38,679.24,3,82,0,basic,Region XI,0,,0
CUST-100739,56,173.05,6,55,3,basic,NCR,0,,0
CUST-100740,51,690.16,3,20,2,basic,Region VII,0,,0
CUST-100741,35,1361.67,1,58,1,basic,Region III,0,,0
CUST-100742,18,1526.97,0,88,2,premium,NCR,0,,0
CUST-100743,41,989.03,2,167,1,standard,Region III,0,,0
CUST-100744,31,364.63,4,28,1,basic,NCR,0,,0
CUST-100745,25,565.93,0,17,2,basic,NCR,0,,0
CUST-100746,42,499.77,4,11,1,basic,Region III,0,,0
CUST-100747,53,394.98,6,190,0,basic,NCR,0,,0
CUST-100748,11,1174.53,1,192,2,standard,Region XI,0,,0
CUST-100749,33,580.01,4,66,0,basic,Region XI,0,,0
CUST-100750,46,1285.6,3,66,2,basic,Region IV-A,0,,0
CUST-100751,20,743.79,2,66,2,basic,NCR,1,poor_support,0
CUST-100752,21,2325.51,1,20,3,standard,Region XI,0,,0
CUST-100753,1,573.08,0,139,3,basic,Region VII,1,found_alternative,0
CUST-100754,20,2071.72,2,196,1,premium,NCR,0,,0
CUST-100755,35,1647.55,2,72,3,basic,NCR,0,,0
CUST-100756,58,541.61,3,48,1,basic,Region VII,0,,0
CUST-100757,32,707.95,4,54,0,basic,NCR,0,,0
CUST-100758,18,858.73,3,48,1,standard,Region VII,0,,0
CUST-100759,48,523.86,1,31,3,basic,Region IV-A,0,,0
CUST-100760,12,1092.72,1,149,0,basic,Region XI,1,too_expensive,1
CUST-100761,12,1165.78,1,66,2,basic,Region III,0,,0
CUST-100762,31,493.98,3,103,1,basic,Region IV-A,0,,0
CUST-100763,49,488.15,4,194,3,basic,Region IV-A,0,,0
CUST-100764,13,1007.66,0,81,2,standard,Region XI,0,,0
CUST-100765,1,993.38,1,26,1,standard,Region VII,0,,0
CUST-100766,43,512.87,4,37,3,standard,Region VII,0,,0
CUST-100767,35,1707.48,1,187,2,premium,Region III,0,,0
CUST-100768,41,236.5,6,141,2,basic,Region IV-A,0,,0
CUST-100769,24,1058.12,3,114,1,premium,NCR,1,too_expensive,0
CUST-100770,7,842.52,0,21,2,basic,Region III,0,,0
CUST-100771,20,1098.57,1,134,0,basic,Region XI,0,,0
CUST-100772,28,690.23,3,23,2,standard,NCR,0,,0
CUST-100773,26,694.92,0,159,2,basic,NCR,1,found_alternative,0
CUST-100774,53,580.34,8,69,0,basic,Region IV-A,0,,0
CUST-100775,14,345.27,0,8,3,standard,Region VII,0,,0
CUST-100776,19,597.04,1,172,1,basic,Region XI,0,,0
CUST-100777,11,384.21,0,194,1,basic,Region IV-A,0,,0
CUST-100778,34,997.13,1,141,0,standard,Region VII,0,,0
CUST-100779,48,346.42,7,151,0,basic,Region III,0,,0
CUST-100780,53,569.66,7,89,0,basic,Region IV-A,0,,0
CUST-100781,14,694.19,0,160,1,basic,Region III,0,,0
CUST-100782,26,1383.51,0,39,1,premium,NCR,0,,0
CUST-100783,44,1251.65,1,85,3,premium,Region III,0,,0
CUST-100784,3,1686.4,1,181,0,standard,Region III,0,,0
CUST-100785,42,875.03,3,119,2,basic,Region IV-A,0,,0
CUST-100786,8,1049.24,2,122,1,basic,Region VII,0,,0
CUST-100787,2,705.03,0,112,0,basic,Region XI,0,,0
CUST-100788,7,293.34,1,30,1,standard,Region XI,0,,0
CUST-100789,52,574.71,1,19,1,standard,Region III,0,,0
CUST-100790,41,541.43,2,10,1,standard,Region XI,0,,0
CUST-100791,47,644.59,4,38,1,basic,Region XI,0,,0
CUST-100792,41,2212.25,3,32,0,premium,Region IV-A,0,,0
CUST-100793,47,851.14,8,153,1,basic,Region III,0,,0
CUST-100794,30,1245.9,4,124,1,basic,Region VII,0,,0
CUST-100795,48,413.99,2,98,1,basic,NCR,0,,0
CUST-100796,4,1033.54,1,75,0,standard,Region III,0,,0
CUST-100797,35,2044.8,1,37,2,premium,Region IV-A,0,,0
CUST-100798,45,1258.21,2,133,0,basic,Region XI,0,,0
CUST-100799,59,1116.41,3,171,1,premium,Region XI,0,,0
CUST-100800,22,704.73,2,115,0,basic,Region XI,0,,0
CUST-100801,11,1306.1,2,34,0,basic,Region IV-A,0,,0
CUST-100802,43,489.0,7,94,2,basic,NCR,0,,0
CUST-100803,5,676.82,0,184,1,basic,Region VII,0,,0
CUST-100804,46,436.26,5,148,1,standard,Region XI,0,,0
CUST-100805,42,1188.36,3,150,4,basic,Region IV-A,0,,0
CUST-100806,41,1146.9,4,50,0,basic,Region IV-A,0,,0
CUST-100807,18,207.77,3,163,2,basic,Region XI,1,no_longer_needed,0
CUST-100808,8,927.05,0,145,2,standard,NCR,0,,0
CUST-100809,36,1966.31,5,101,0,premium,Region XI,0,,0
CUST-100810,22,609.15,1,195,0,standard,Region IV-A,0,,0
CUST-100811,24,903.77,2,100,4,basic,Region VII,0,,0
CUST-100812,12,573.04,1,41,3,basic,NCR,0,,0
CUST-100813,20,1353.47,2,23,0,basic,Region VII,0,,0
CUST-100814,50,778.46,4,32,1,premium,Region III,0,,0
CUST-100815,53,191.51,4,186,3,basic,Region IV-A,0,,0
CUST-100816,21,1084.14,3,114,0,premium,Region IV-A,0,,0
CUST-100817,9,1018.31,1,77,0,standard,Region XI,0,,0
CUST-100818,2,1026.42,0,55,0,standard,Region VII,0,,0
CUST-100819,12,477.65,4,114,0,standard,Region IV-A,0,,0
CUST-100820,1,972.3,0,180,3,basic,Region IV-A,1,too_expensive,0
CUST-100821,40,1091.03,4,14,2,basic,Region III,0,,0
CUST-100822,38,779.0,2,143,1,basic,Region VII,0,,0
CUST-100823,47,1371.14,2,39,0,basic,Region XI,0,,0
CUST-100824,20,1264.45,0,81,2,standard,Region IV-A,0,,0
CUST-100825,50,566.84,5,173,1,basic,Region VII,0,,0
CUST-100826,11,2215.66,1,140,1,premium,Region III,0,,0
CUST-100827,14,2365.54,1,87,1,premium,Region IV-A,0,,0
CUST-100828,55,913.41,6,178,0,basic,Region IV-A,0,,0
CUST-100829,53,420.79,4,76,3,basic,Region VII,0,,0
CUST-100830,36,1342.28,4,66,0,basic,Region III,0,,0
CUST-100831,36,310.41,4,52,0,basic,Region III,0,,0
CUST-100832,42,690.99,4,165,2,standard,Region III,0,,0
CUST-100833,49,1493.14,6,191,1,standard,Region IV-A,0,,0
CUST-100834,14,652.87,5,64,0,standard,Region III,0,,0
CUST-100835,5,1534.2,1,135,2,basic,NCR,0,,0
CUST-100836,11,668.69,2,121,4,standard,Region IV-A,0,,0
CUST-100837,22,878.7,1,98,1,standard,Region XI,0,,0
CUST-100838,14,1190.94,2,92,2,premium,NCR,0,,0
CUST-100839,31,1337.05,2,190,1,standard,Region VII,0,,0
CUST-100840,9,1325.24,1,174,0,standard,Region XI,0,,0
CUST-100841,35,579.9,4,115,0,basic,Region XI,0,,0
CUST-100842,42,1253.47,1,110,2,standard,Region XI,0,,0
CUST-100843,6,840.82,0,186,2,basic,Region III,0,,0
CUST-100844,17,1131.4,0,49,0,basic,NCR,0,,0
